SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,16-05878558,8/19/2016,Front,,Open,,Vacant,FALSE,FALSE,8032,S,EVANS,AVE,60619,1182620.157,1851908.491,6,6,44,41.74884604,-87.60638264,"(41.748846036256914, -87.60638264150477)"
Vacant/Abandoned Building,16-05578641,8/7/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS OPEN",Vacant,FALSE,TRUE,6951,S,PRAIRIE,AVE,60637,1179244.161,1858903.621,6,3,69,41.76811905,-87.61854046,"(41.768119046518265, -87.6185404574755)"
Vacant/Abandoned Building,16-05624265,8/9/2016,Front,,Open,ALL AROUND --,Vacant,FALSE,TRUE,7739,S,LOWE,AVE,60620,1173308.454,1853566.357,6,6,71,41.75360625,-87.64045508,"(41.75360624830715, -87.6404550815683)"
Vacant/Abandoned Building,16-05641107,8/9/2016,Front,,Open,ALL,Vacant,FALSE,FALSE,7942,S,EBERHART,AVE,60619,1180951.379,1852454.984,6,6,44,41.7503842,-87.61248083,"(41.75038420007425, -87.61248082825021)"
Vacant/Abandoned Building,16-05454347,8/2/2016,Front,,Boarded,,Vacant,FALSE,FALSE,7940,S,EBERHART,AVE,60619,1180950.979,1852468.484,6,6,44,41.75042125,-87.61248188,"(41.75042125476043, -87.61248187955681)"
Vacant/Abandoned Building,16-05238435,7/26/2016,Rear,,Boarded,,Vacant,FALSE,FALSE,11108,S,AVENUE M,,60617,1201549.943,1831913.508,10,4,52,41.69351846,-87.53769553,"(41.69351845741634, -87.53769553384763)"
Vacant/Abandoned Building,16-05131902,7/21/2016,Front,,Open,NEIGHBOR WANT IT BOARDED UP HERE,Vacant,FALSE,FALSE,8037,S,LANGLEY,AVE,60619,1182290.618,1851864.609,6,6,44,41.74873325,-87.60759154,"(41.748733251491636, -87.60759153824412)"
Vacant/Abandoned Building,16-05214517,7/25/2016,Rear,,Open,REAR ENTRY OPEN,Vacant,FALSE,TRUE,8132,S,EVANS,AVE,60619,1182640.144,1851242.282,6,6,44,41.74701742,-87.60633003,"(41.747017424086934, -87.60633002947971)"
Vacant/Abandoned Building,16-04994494,7/15/2016,Front,,Open,N/A,Vacant,FALSE,FALSE,8229,S,LANGLEY,AVE,60619,1182329.274,1850585.474,6,6,44,41.74522227,-87.60748943,"(41.74522227158237, -87.60748942915214)"
Vacant/Abandoned Building,16-04705626,7/5/2016,Rear,,Boarded,,Vacant,TRUE,FALSE,7724,S,DR MARTIN LUTHER KING JR,DR,60619,1180243.741,1853884.488,6,6,69,41.75432316,-87.61503018,"(41.75432315620927, -87.61503018407195)"
Vacant/Abandoned Building,16-04489630,6/27/2016,Front,,Open,ALL WINDOWS AND DOORS,Vacant,FALSE,TRUE,10017,S,AVENUE N,,60617,1201158.07,1839202.678,10,4,52,41.71353049,-87.53888405,"(41.713530493561954, -87.53888404623237)"
Vacant/Abandoned Building,16-04309222,6/20/2016,Front,,Open,HIGH WEEDS ALL AROUND,Vacant,FALSE,FALSE,7032,S,ST LAWRENCE,AVE,60637,1181455.927,1858389.75,6,3,69,41.76665821,-87.61044921,"(41.76665820766671, -87.6104492053214)"
Vacant/Abandoned Building,16-03484488,5/20/2016,Front,,Open,,Vacant,FALSE,TRUE,1746,W,51ST,ST,60609,1165472.426,1870878.902,20,9,61,41.80128371,-87.66868099,"(41.80128371080956, -87.6686809948734)"
Vacant/Abandoned Building,16-05976089,8/23/2016,Front,,Open,,Vacant,FALSE,TRUE,1251,W,72ND,ST,60636,1169111.272,1857033.507,6,7,67,41.76321229,-87.65573616,"(41.7632122933178, -87.65573616183113)"
Vacant/Abandoned Building,16-05679683,8/11/2016,Rear,,Open,BROKEN BOARDS AND HIGH WEEDS,Vacant,FALSE,FALSE,7006,S,MORGAN,ST,60621,1170854.57,1858369.264,6,7,68,41.76683992,-87.64930772,"(41.766839915698405, -87.64930771645207)"
Vacant/Abandoned Building,16-05629556,8/9/2016,Front,,Open,,Vacant,TRUE,TRUE,6321,S,CHAMPLAIN,AVE,60637,1181654.534,1863239.49,20,3,42,41.77996179,-87.60957164,"(41.77996178610546, -87.60957164301108)"
Vacant/Abandoned Building,16-05515453,8/4/2016,Rear,,Open,REAR,Vacant,FALSE,TRUE,6245,S,CHAMPLAIN,AVE,60637,1181641.843,1863741.678,20,3,42,41.78134013,-87.60960268,"(41.78134013028408, -87.60960267584358)"
Vacant/Abandoned Building,16-05451713,8/2/2016,Front,,Open,"WINDOWS AND DOORS, FRONT AND BACK",Vacant,FALSE,FALSE,7046,S,CARPENTER,ST,60621,1170531.251,1858091.726,6,7,68,41.76608537,-87.65050089,"(41.76608536753414, -87.65050088629027)"
Vacant/Abandoned Building,16-05116543,7/20/2016,Front,,Open,1ST/2ND FLR WINDOWS,Vacant,FALSE,FALSE,7044,S,CARPENTER,ST,60621,1170530.851,1858105.126,6,7,68,41.76612215,-87.65050196,"(41.766122147525635, -87.65050196251879)"
Vacant/Abandoned Building,16-04964037,7/14/2016,Front,,Open,"BROKEN WINDOWS, AND GARAGE DOOR LEFT OPEN",Vacant,FALSE,FALSE,6121,S,DREXEL,AVE,60637,1183061.428,1864517.99,20,3,42,41.78343749,-87.60437409,"(41.78343749453299, -87.60437408851999)"
Vacant/Abandoned Building,16-04983105,7/15/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS AND GARAGE",Vacant,FALSE,FALSE,8231,S,MICHIGAN,AVE,60619,1178582.747,1850458.399,6,6,44,41.74495947,-87.62122107,"(41.74495946597696, -87.62122106574903)"
Vacant/Abandoned Building,16-04771309,7/7/2016,Front,,Boarded,,Vacant,FALSE,TRUE,7649,S,RHODES,AVE,60619,1181229.322,1854411.554,6,6,69,41.75574685,-87.61140217,"(41.755746846008634, -87.61140216666014)"
Vacant/Abandoned Building,16-04448569,6/25/2016,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,6445,S,DREXEL,AVE,60637,1183500.393,1862467.836,20,3,42,41.77780146,-87.60282857,"(41.77780146455796, -87.60282856614896)"
Vacant/Abandoned Building,16-04347790,6/22/2016,Front,,Boarded,,Vacant,FALSE,FALSE,6945,S,BISHOP,ST,60636,1167865.432,1858687.036,6,7,67,41.76777663,-87.66025498,"(41.76777663246103, -87.6602549793191)"
Vacant/Abandoned Building,16-04136608,6/14/2016,Front,,Boarded,,Vacant,FALSE,FALSE,759,E,63RD,ST,60637,1182444.456,1863405.477,20,3,42,41.78039899,-87.60667057,"(41.780398987520606, -87.60667056589261)"
Vacant/Abandoned Building,16-04199526,6/16/2016,Rear,,Open,,Vacant,FALSE,TRUE,608,E,88TH,PL,60619,1181840.339,1846433.845,6,6,44,41.73384103,-87.60940892,"(41.73384103246914, -87.6094089164743)"
Vacant/Abandoned Building,16-04221863,6/17/2016,Rear,,Open,REAR,Vacant,TRUE,FALSE,1044,W,48TH,ST,60609,1170161.197,1872983.88,20,9,61,41.80695922,-87.65142434,"(41.806959218966924, -87.65142434380587)"
Vacant/Abandoned Building,16-04228390,6/17/2016,Front,,Open,WINDOWS AND DOORS,Vacant,FALSE,FALSE,6421,S,EVANS,AVE,60637,1182322.676,1862598.953,20,3,42,41.77818863,-87.607142,"(41.77818863371537, -87.60714199582515)"
Vacant/Abandoned Building,16-03705768,5/28/2016,Front,,Boarded,REAR,Vacant,FALSE,FALSE,6356,S,EVANS,AVE,60637,1182312.176,1863026.853,20,3,42,41.77936307,-87.60716724,"(41.77936307466001, -87.60716724199354)"
Vacant/Abandoned Building,16-03718235,5/29/2016,Front,,Open,,Vacant,TRUE,FALSE,6517,S,ELLIS,AVE,60637,1184009.84,1862004.412,20,3,42,41.7765179,-87.60097541,"(41.77651789700881, -87.6009754147166)"
Vacant/Abandoned Building,16-03377820,5/16/2016,Front,,Open,,Vacant,FALSE,FALSE,6519,S,KENWOOD,AVE,60637,1186189.951,1862032.628,20,3,42,41.7765441,-87.59298246,"(41.77654409859397, -87.59298245738263)"
Vacant/Abandoned Building,16-06481992,9/13/2016,Rear,,Open,REAR,Vacant,TRUE,FALSE,245,E,136TH,ST,60827,1180256.841,1815110.826,9,5,54,41.64792266,-87.61616541,"(41.647922660300075, -87.61616541442119)"
Vacant/Abandoned Building,16-06415050,9/10/2016,Front,,Open,"ALL DOORS AND WINDOWS ( FRONT, SIDES, AND REAR)",Vacant,FALSE,FALSE,7718,S,AVALON,AVE,60619,1185885.248,1854074.43,8,4,45,41.75471326,-87.59435012,"(41.75471326401006, -87.59435011661938)"
Vacant/Abandoned Building,16-06452872,9/12/2016,Front,,Open,,Vacant,FALSE,FALSE,1614,N,NEWLAND,AVE,60707,1129842.53,1909968.783,29,25,25,41.90923424,-87.79845822,"(41.90923424305424, -87.79845821508272)"
Vacant/Abandoned Building,16-05965532,8/23/2016,Front,,Boarded,,Vacant,FALSE,FALSE,7036,S,EMERALD,AVE,60621,1172522.665,1858213.128,6,7,68,41.76637489,-87.6431981,"(41.76637489404988, -87.64319809688217)"
Vacant/Abandoned Building,16-05715031,8/12/2016,Front,,Open,OPEN BASEMENT FRONT AND BACK,Vacant,FALSE,FALSE,7147,S,SANGAMON,ST,60621,1171210.311,1857440.688,6,7,68,41.76428402,-87.6480309,"(41.76428401704568, -87.64803090456317)"
Vacant/Abandoned Building,16-05616884,8/8/2016,Front,,Open,FRONT,Vacant,FALSE,FALSE,7226,S,GREEN,ST,60621,1171886.997,1856936.599,6,7,68,41.76288591,-87.64556546,"(41.76288591465534, -87.64556546001414)"
Vacant/Abandoned Building,16-05514529,8/4/2016,Front,,Open,,Vacant,FALSE,TRUE,1252,W,72ND,PL,60636,1169111.977,1856701.845,6,7,67,41.76230216,-87.65574315,"(41.76230215534454, -87.65574315403065)"
Vacant/Abandoned Building,16-05131768,7/21/2016,Front,,Open,NOT BOARDED,Vacant,FALSE,TRUE,6055,S,FAIRFIELD,AVE,60629,1159081.159,1864382.153,16,8,66,41.78358898,-87.69229786,"(41.78358897549268, -87.69229785764976)"
Vacant/Abandoned Building,16-04615287,7/1/2016,Rear,,Open,BOARD IS REMOVED FROM REAR DOOR,Vacant,TRUE,TRUE,6811,S,CARPENTER,ST,60621,1170487.72,1859650.524,6,7,68,41.77036385,-87.65061509,"(41.77036385150775, -87.65061508764512)"
Vacant/Abandoned Building,16-04580874,6/30/2016,Front,,Boarded,NONE,Vacant,FALSE,FALSE,7609,S,EBERHART,AVE,60619,1180892.341,1854668.889,6,6,69,41.75646075,-87.61262921,"(41.75646075416826, -87.61262921141132)"
Vacant/Abandoned Building,16-04306496,6/20/2016,Front,,Open,FRONT,Vacant,FALSE,FALSE,5250,S,KEATING,AVE,60632,1145573.3,1869681.944,14,8,56,41.79839813,-87.74168936,"(41.798398132312364, -87.74168936423594)"
Vacant/Abandoned Building,16-03118563,5/6/2016,Front,,Boarded,,Vacant,FALSE,FALSE,4908,S,KILPATRICK,AVE,60632,1145854.404,1871673.311,14,8,56,41.80385744,-87.74060813,"(41.80385744256838, -87.74060812643107)"
Vacant/Abandoned Building,16-03297983,5/12/2016,Front,,Open,WINDOWS,Vacant,FALSE,FALSE,1511,S,KENNETH,AVE,60623,1146966.54,1892262.404,24,10,29,41.86033567,-87.73600423,"(41.86033566751825, -87.73600423349913)"
Vacant/Abandoned Building,16-06487796,9/13/2016,Front,,Open,,Vacant,TRUE,FALSE,5639,S,MAY,ST,60621,1169613.664,1867399.166,16,7,68,41.79164605,-87.65359449,"(41.79164604755983, -87.65359449402281)"
Vacant/Abandoned Building,16-06483228,9/13/2016,Front,,Open,,Vacant,FALSE,FALSE,8716,S,EMERALD,AVE,60620,1172833.992,1847009.101,21,22,71,41.73562275,-87.64238676,"(41.73562275286911, -87.64238676331077)"
Vacant/Abandoned Building,16-05477743,8/3/2016,Front,,Boarded,,Vacant,FALSE,FALSE,6637,S,MORGAN,ST,60621,1170786.975,1860811.271,6,7,68,41.77354256,-87.64948431,"(41.77354255776008, -87.64948431019567)"
Vacant/Abandoned Building,16-04520541,6/28/2016,Rear,,Boarded,,Vacant,FALSE,TRUE,911,W,72ND,ST,60621,1171433.688,1857098.407,6,7,68,41.76333987,-87.64722218,"(41.763339869432144, -87.6472221825454)"
Vacant/Abandoned Building,16-03634046,5/25/2016,Rear,,Open,REAR,Vacant,FALSE,FALSE,4840,S,CHAMPLAIN,AVE,60615,1181415.255,1873063.747,4,2,38,41.80692594,-87.61014588,"(41.80692593723648, -87.61014588004869)"
Vacant/Abandoned Building,16-03381962,5/16/2016,Front,,Open,FRONT,Vacant,FALSE,FALSE,234,W,57TH,ST,60621,1175565.382,1867170.103,3,7,68,41.79088627,-87.63177762,"(41.79088626975561, -87.6317776216499)"
Vacant/Abandoned Building,16-03405477,5/17/2016,Front,,Boarded,,Vacant,FALSE,FALSE,4501,S,KEDVALE,AVE,60632,1149438.704,1874471.764,14,8,57,41.81146823,-87.72739014,"(41.81146822687854, -87.72739013517484)"
Vacant/Abandoned Building,16-06515291,9/14/2016,Front,,Open,,Vacant,FALSE,FALSE,1313,S,SAWYER,AVE,60623,1154905.855,1893713.813,24,10,29,41.86416322,-87.70682193,"(41.8641632220589, -87.70682193360206)"
Vacant/Abandoned Building,16-06310510,9/6/2016,Rear,,Open,REAR,Vacant,FALSE,TRUE,432,E,63RD,ST,60637,1180333.618,1863337.303,20,3,42,41.7802606,-87.61441127,"(41.78026060045307, -87.61441126765736)"
Vacant/Abandoned Building,16-06018997,8/25/2016,Rear,,Open,,Vacant,FALSE,TRUE,3735,S,WALLACE,ST,60609,1172910.965,1880134.967,11,9,60,41.82652217,-87.64112782,"(41.82652217391511, -87.64112781593866)"
Vacant/Abandoned Building,16-06546433,9/15/2016,Front,,Open,FRONT,Vacant,FALSE,FALSE,7210,S,WENTWORTH,AVE,60621,1176208.252,1857169.213,6,7,69,41.76342833,-87.62972042,"(41.763428330949985, -87.62972042066488)"
Vacant/Abandoned Building,16-06363738,9/8/2016,Front,,Open,"DOORS LOOK SECURE, NO BOARDS",Vacant,FALSE,FALSE,3404,S,NORMAL,AVE,60616,1173516.748,1882308.597,11,9,60,41.83247339,-87.63884086,"(41.8324733924416, -87.6388408591394)"
Vacant/Abandoned Building,16-06344423,9/7/2016,Front,,Boarded,,Vacant,FALSE,FALSE,3809,S,WALLACE,ST,60609,1172922.611,1879645.742,11,9,60,41.82517944,-87.64109955,"(41.82517943935387, -87.64109955108978)"
Vacant/Abandoned Building,16-05878492,8/19/2016,Front,,Open,REAR,Vacant,FALSE,TRUE,435,E,46TH,ST,60653,1179948.684,1874614.784,3,2,38,41.81121585,-87.61547723,"(41.811215851244135, -87.6154772282329)"
Vacant/Abandoned Building,16-05779270,8/15/2016,Front,,Boarded,,Vacant,FALSE,FALSE,519,E,46TH,PL,60653,1180522.935,1874300.781,3,2,38,41.81034102,-87.61338059,"(41.81034101985087, -87.61338058716888)"
Vacant/Abandoned Building,16-05281406,7/28/2016,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,467,E,BOWEN,AVE,60653,1180172.476,1877588.111,3,2,38,41.81936977,-87.61456516,"(41.819369768756914, -87.61456516212432)"
Vacant/Abandoned Building,16-06569187,9/16/2016,Front,,Open,,Vacant,TRUE,FALSE,2274,S,BLUE ISLAND,AVE,60608,1165042.567,1888938.098,25,10,31,41.8508492,-87.66974589,"(41.85084919664569, -87.66974589160674)"
Vacant/Abandoned Building,16-06569251,9/16/2016,Front,,Open,,Vacant,TRUE,FALSE,2276,S,BLUE ISLAND,AVE,60608,1165017.967,1888925.098,25,10,31,41.85081405,-87.66983655,"(41.850814045021515, -87.6698365471317)"
Vacant/Abandoned Building,16-06538541,9/15/2016,Front,,Boarded,,Vacant,FALSE,FALSE,3253,N,ELSTON,AVE,60618,1156594.8,1921528.351,33,17,21,41.94045475,-87.69986786,"(41.940454752399205, -87.69986786368506)"
Vacant/Abandoned Building,16-06543896,9/15/2016,Front,,Open,,Vacant,FALSE,FALSE,727,W,48TH,PL,60609,1172269.391,1872710.704,11,9,61,41.80616344,-87.64370022,"(41.8061634367656, -87.64370021775447)"
Vacant/Abandoned Building,16-06067283,8/27/2016,Front,,Open,FRONT,Vacant,FALSE,TRUE,655,E,BOWEN,AVE,60653,1181284.92,1877620.827,4,2,38,41.81943393,-87.61048331,"(41.81943393482624, -87.61048331157185)"
Vacant/Abandoned Building,16-05981261,8/23/2016,Front,,Open,FRONT,Vacant,FALSE,FALSE,3517,S,WASHTENAW,AVE,60632,1158937.652,1881162.219,12,9,58,41.82963858,-87.69236519,"(41.82963857816121, -87.69236519142515)"
Vacant/Abandoned Building,16-05886414,8/19/2016,Front,,Open,DOORS AND WINDOWS,Vacant,TRUE,FALSE,902,S,MILLER,ST,60607,1169755.535,1896074.291,25,12,28,41.87033025,-87.65224064,"(41.870330245985805, -87.65224063758716)"
Vacant/Abandoned Building,16-05567792,8/7/2016,Front,,Open,,Vacant,FALSE,TRUE,1115,W,WASHINGTON,BLVD,60607,1168977.319,1900689.864,27,12,28,41.88301263,-87.65496377,"(41.88301262969384, -87.65496377240821)"
Vacant/Abandoned Building,16-05083600,7/19/2016,Front,,Open,ALL AROUND,Vacant,TRUE,FALSE,539,N,SPAULDING,AVE,60624,1154280.734,1903455.096,27,11,23,41.89090681,-87.70885655,"(41.890906808101256, -87.70885655346534)"
Vacant/Abandoned Building,16-03711888,5/29/2016,Front,,Open,,Vacant,TRUE,FALSE,3654,S,DAMEN,AVE,60609,1163619.909,1880444.364,12,9,59,41.82757156,-87.6752062,"(41.82757155720606, -87.67520619754985)"
Vacant/Abandoned Building,16-02246605,4/4/2016,Rear,,Open,REAR,Vacant,FALSE,FALSE,4409,S,NORMAL,AVE,60609,1173699.66,1875662.402,11,9,61,41.81423157,-87.63836698,"(41.81423156881744, -87.63836698461917)"
Vacant/Abandoned Building,16-06637129,9/19/2016,Front,,Open,,Vacant,TRUE,FALSE,6670,S,HARTWELL,AVE,60637,1178419.71,1860817.039,20,3,69,41.77338843,-87.62150439,"(41.77338843019046, -87.62150438709082)"
Vacant/Abandoned Building,16-06697700,9/22/2016,Front,,Open,,Vacant,FALSE,FALSE,6668,S,HARTWELL,AVE,60637,1178419.41,1860830.439,20,3,69,41.77342521,-87.62150508,"(41.773425208008085, -87.6215050802413)"
Vacant/Abandoned Building,16-06697752,9/22/2016,Front,,Open,,Vacant,FALSE,FALSE,6664,S,HARTWELL,AVE,60637,1178412.453,1861083.594,20,3,69,41.77412005,-87.6215229,"(41.77412005008803, -87.62152290320302)"
Vacant/Abandoned Building,16-06117060,8/29/2016,Front,,Open,NONE,Vacant,FALSE,FALSE,3826,S,MICHIGAN,AVE,60653,1177822.093,1879626.388,3,2,35,41.8250166,-87.62312541,"(41.82501659805864, -87.62312540958342)"
Vacant/Abandoned Building,16-06118550,8/29/2016,Front,,Boarded,,Vacant,TRUE,FALSE,2991,S,LYMAN,ST,60608,1168936.607,1884979.564,11,9,60,41.83990316,-87.65556868,"(41.83990315840261, -87.6555686816284)"
Vacant/Abandoned Building,16-05998895,8/24/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,FALSE,FALSE,3143,S,INDIANA,AVE,60616,1178116.944,1884199.68,3,2,35,41.83755937,-87.62190475,"(41.83755936879628, -87.62190474507919)"
Vacant/Abandoned Building,16-06787937,9/26/2016,Front,,Open,,Vacant,FALSE,FALSE,1100,W,37TH,ST,60609,1169586.038,1880270.732,11,9,60,41.82696759,-87.65332235,"(41.82696759091044, -87.65332234526312)"
Vacant/Abandoned Building,16-06696127,9/22/2016,Front,,Open,FRONT AND REAR,Vacant,FALSE,FALSE,61,W,110TH,PL,60628,1177811.73,1831691.51,34,5,49,41.69347811,-87.62461224,"(41.693478110478935, -87.62461224428253)"
Vacant/Abandoned Building,16-06118497,8/29/2016,Front,,Boarded,,Vacant,TRUE,FALSE,2993,S,LYMAN,ST,60608,1168913.66,1884964.471,11,9,60,41.83986224,-87.65565333,"(41.83986223893097, -87.65565332546646)"
Vacant/Abandoned Building,16-05556957,8/6/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,FALSE,FALSE,7839,S,MARSHFIELD,AVE,60620,1166705.119,1852725.558,17,6,71,41.75144236,-87.6646779,"(41.75144236200585, -87.66467790400056)"
Vacant/Abandoned Building,16-05342243,7/29/2016,Front,,Open,WINDOWS AND DOORS,Vacant,FALSE,TRUE,7823,S,HERMITAGE,AVE,60620,1166039.525,1852816.217,17,6,71,41.75170531,-87.66711442,"(41.751705311903876, -87.66711441858848)"
Vacant/Abandoned Building,16-05271768,7/27/2016,Front,,Boarded,,Vacant,FALSE,FALSE,7836,S,LAFLIN,ST,60620,1167475.613,1852766.006,17,6,71,41.75153689,-87.66185325,"(41.75153689061563, -87.66185325149632)"
Vacant/Abandoned Building,16-05044079,7/18/2016,Rear,,Open,REAR,Vacant,FALSE,FALSE,7714,S,PAULINA,ST,60620,1166351.058,1853546.998,17,6,71,41.75370405,-87.66595202,"(41.753704052306574, -87.66595201888612)"
Vacant/Abandoned Building,16-06607373,9/18/2016,Front,,Open,WINDOWS AND DOORS,Vacant,FALSE,FALSE,3236,W,65TH,ST,60629,1155930.741,1861341.516,17,8,66,41.77530889,-87.70393009,"(41.775308890096746, -87.70393009158344)"
Vacant/Abandoned Building,16-06145297,8/30/2016,Front,,Open,ALL,Vacant,FALSE,FALSE,5348,S,HOYNE,AVE,60609,1163270.59,1869089.253,16,9,61,41.79641913,-87.67680607,"(41.79641912965499, -87.67680607172363)"
Vacant/Abandoned Building,16-06801266,9/26/2016,Rear,,Open,,Vacant,FALSE,TRUE,7836,S,ELLIS,AVE,60619,1184251,1853253.493,8,6,69,41.75249889,-87.60036471,"(41.752498894190964, -87.60036471017587)"
Vacant/Abandoned Building,16-06804703,9/27/2016,Front,,Open,FRONT AND REAR,Vacant,FALSE,FALSE,7052,S,LAFLIN,ST,60636,1167554.45,1857967.214,17,7,67,41.76580802,-87.66141548,"(41.76580801952341, -87.66141548132975)"
Vacant/Abandoned Building,16-06836812,9/28/2016,Front,,Open,,Vacant,FALSE,FALSE,5950,W,WASHINGTON,BLVD,60644,1136681.305,1900131.949,29,15,25,41.88212095,-87.77357094,"(41.882120948014546, -87.77357094363018)"
Vacant/Abandoned Building,16-06852318,9/29/2016,Front,,Open,,Vacant,FALSE,FALSE,1500,W,71ST,ST,60636,1167563.65,1857652.014,17,7,67,41.76494287,-87.66139079,"(41.76494287198542, -87.66139078541126)"
Vacant/Abandoned Building,16-05745080,8/14/2016,Rear,,Boarded,,Vacant,FALSE,TRUE,7955,S,GREEN,ST,60620,1172018.079,1852100.384,17,6,71,41.74961185,-87.6452268,"(41.749611848377526, -87.64522680008959)"
Vacant/Abandoned Building,16-06199816,9/1/2016,Front,,Open,,Vacant,FALSE,FALSE,13004,S,BRANDON,AVE,60633,1199432.79,1819367.06,10,4,55,41.65914311,-87.54586653,"(41.6591431090189, -87.54586652750137)"
Vacant/Abandoned Building,16-06594523,9/17/2016,Rear,,Open,REAR,Vacant,FALSE,TRUE,1722,W,21ST,ST,60608,1165211.734,1890124.603,25,12,31,41.85410149,-87.66909133,"(41.854101488299065, -87.66909133063254)"
Vacant/Abandoned Building,16-06518490,9/14/2016,Front,,Boarded,,Vacant,FALSE,FALSE,2405,S,OAKLEY,AVE,60608,1161414.016,1887979.187,25,10,31,41.84829402,-87.68309007,"(41.84829401701736, -87.68309006877746)"
Vacant/Abandoned Building,16-04932104,7/13/2016,Front,,Open,NONE,Vacant,FALSE,FALSE,704,E,105TH,PL,60628,1182883.687,1835153.469,9,5,50,41.70286216,-87.60593579,"(41.702862163965165, -87.60593578571122)"
Vacant/Abandoned Building,16-04337250,6/21/2016,Front,,Boarded,STEEL DOOR IS OPEN PADLOCK MAY BE CUT,Vacant,FALSE,TRUE,10231,S,PERRY,AVE,60628,1177402.678,1837120.917,9,5,49,41.7083864,-87.62594659,"(41.70838640320047, -87.62594659490523)"
Vacant/Abandoned Building,16-04417913,6/24/2016,Front,,Open,BACK DOOR IS UNLOCKED,Vacant,FALSE,TRUE,10034,S,YALE,AVE,60628,1176385.001,1838403.209,9,5,49,41.71192807,-87.62963501,"(41.71192807085093, -87.62963500520465)"
Vacant/Abandoned Building,16-03817270,6/2/2016,Front,,Open,,Vacant,FALSE,FALSE,439,W,101ST,ST,60628,1175072.172,1837937.93,9,22,73,41.71068062,-87.63445675,"(41.71068062296423, -87.63445675409534)"
Vacant/Abandoned Building,16-03583540,5/23/2016,Front,,Open,"FRONT, WINDOWS",Vacant,FALSE,FALSE,26,E,102ND,PL,60628,1178302.827,1837018.43,9,5,49,41.70808483,-87.6226533,"(41.70808482504074, -87.62265330456898)"
Vacant/Abandoned Building,16-07001168,10/5/2016,Rear,,Open,FRONT,Vacant,FALSE,FALSE,7123,S,RHODES,AVE,60619,1181138.911,1857910.103,6,3,69,41.76534931,-87.61162593,"(41.76534931286579, -87.61162592963872)"
Vacant/Abandoned Building,16-07002110,10/5/2016,Front,,Open,,Vacant,FALSE,FALSE,1661,N,MILWAUKEE,AVE,60647,1162270.693,1911043.393,2,14,24,41.91156636,-87.67930095,"(41.91156636227414, -87.67930094512684)"
Vacant/Abandoned Building,16-07002386,10/5/2016,Front,,Open,,Vacant,FALSE,FALSE,7124,S,HONORE,ST,60636,1165250.625,1857437.768,17,7,67,41.76440422,-87.66987477,"(41.764404224268496, -87.66987476548648)"
Vacant/Abandoned Building,16-07008218,10/5/2016,Front,,Boarded,,Vacant,FALSE,FALSE,3328,W,WASHINGTON,BLVD,60624,1154148.303,1900485.216,28,11,27,41.88275981,-87.70942221,"(41.882759805902616, -87.70942221020586)"
Vacant/Abandoned Building,16-05655630,8/10/2016,Rear,,Open,,Vacant,FALSE,TRUE,5301,S,SPAULDING,AVE,60632,1155279.328,1869283.386,14,8,63,41.7971156,-87.70610573,"(41.797115600204, -87.70610572633164)"
Vacant/Abandoned Building,16-05604341,8/8/2016,Front,,Open,FRONT AND REAR DOOR,Vacant,FALSE,TRUE,5206,S,FRANCISCO,AVE,60632,1157923.95,1869992.826,14,9,63,41.79900904,-87.69638822,"(41.7990090359614, -87.69638822026857)"
Vacant/Abandoned Building,16-04939656,7/13/2016,Rear,,Open,,Vacant,FALSE,TRUE,5312,S,KEDZIE,AVE,60632,1155949.817,1869178.036,14,8,63,41.79681305,-87.70364977,"(41.79681305387836, -87.70364976746009)"
Vacant/Abandoned Building,16-01671182,3/12/2016,Front,,Open,FRONT WINDOW ON THE 1ST FLOOR,Vacant,TRUE,FALSE,4958,S,KEELER,AVE,60632,1149200.083,1871413.662,14,8,57,41.80308096,-87.72834435,"(41.80308095819858, -87.7283443549508)"
Vacant/Abandoned Building,16-07004834,10/5/2016,Front,,Open,,Vacant,FALSE,FALSE,107,W,110TH,PL,60628,1177435.45,1831682.256,34,5,49,41.69346121,-87.62599016,"(41.69346120642843, -87.62599016005872)"
